"Yaş","Gelir","Harcamalar","Kredi_Skoru","İnternet_Aboneliği","Yorum","Puan"
29,75310,20429,718,5,"İnternetten daha iyi bekliyordum.",823
26,90683,22213,641,10,"Beklentilerimin altında.",547
19,55992,26219,609,14,"İnternetten daha iyi bekliyordum.",178
25,59433,27640,648,16,"Beklentilerimin altında.",67
28,55933,37015,608,2,"Harika ürünler!",495
53,75020,38585,601,19,"Ürünler kaliteli, ama fiyatlar yüksek.",0
27,59236,13240,667,23,"Ürünler kaliteli, ama fiyatlar yüksek.",47
38,88735,25802,651,9,"Yine de memnun kaldım.",416
37,39770,26122,738,14,"Kaliteli, ama fiyat biraz yüksek.",663
65,99285,30647,636,15,"Hizmet çok iyi, teşekkürler.",944
25,65271,37878,621,19,"Yine de memnun kaldım.",196
53,53439,31653,604,8,"Yeterli bir deneyim.",569
46,41101,20903,729,15,"Kaliteli, ama fiyat biraz yüksek.",47
59,74917,34101,732,8,"Hizmet çok iyi, teşekkürler.",952
29,71196,11409,698,4,"Güzel hizmet, ama daha iyi olabilir.",959
31,53569,20620,746,6,"Harika ürünler!",354
65,71887,11832,702,11,"Hizmet çok iyi, teşekkürler.",233
67,50893,28408,714,12,"Beklentilerimin altında.",436
38,85304,37922,603,24,"Yeterli bir deneyim.",699
39,62399,15736,686,9,"İnternetten daha iyi bekliyordum.",893
38,55236,14993,645,18,"Yine de memnun kaldım.",625
61,79531,38507,682,17,"İnternetten daha iyi bekliyordum.",89
67,39442,21103,649,21,"İnternetten daha iyi bekliyordum.",368
47,86437,24397,625,3,"Kaliteli, ama fiyat biraz yüksek.",938
56,90342,34018,670,13,"Ürünler kaliteli, ama fiyatlar yüksek.",168
37,65069,31341,631,6,"Güzel hizmet, ama daha iyi olabilir.",362
41,68560,38821,710,14,"Güzel hizmet, ama daha iyi olabilir.",921
40,88070,13213,716,1,"Beklediğimden daha iyi.",954
24,72427,20355,696,4,"Harika ürünler!",872
26,90496,39495,625,22,"Harika ürünler!",176
18,94557,16208,687,18,"Yeterli bir deneyim.",499
43,78534,19644,650,11,"Yine de memnun kaldım.",703
55,57930,16453,686,11,"Hizmet çok iyi, teşekkürler.",132
55,37288,29137,625,8,"Yeterli bir deneyim.",171
61,91518,21093,723,4,"Kaliteli, ama fiyat biraz yüksek.",529
39,62400,23741,630,2,"Kaliteli, ama fiyat biraz yüksek.",762
61,31567,21263,725,1,"Harika ürünler!",440
27,77878,33712,644,24,"Harika ürünler!",984
23,78850,38622,630,10,"Ürünler kaliteli, ama fiyatlar yüksek.",111
34,31094,10305,710,17,"Beklediğimden daha iyi.",39
68,41135,11384,660,7,"Kaliteli, ama fiyat biraz yüksek.",101
67,75113,29751,644,7,"İnternetten daha iyi bekliyordum.",368
55,88791,27958,659,13,"Ürünler kaliteli, ama fiyatlar yüksek.",173
41,39684,10872,651,22,"İnternetten daha iyi bekliyordum.",825
68,88552,18360,651,24,"Yeterli bir deneyim.",340
27,38046,31962,675,1,"Beklentilerimin altında.",919
25,34934,19795,661,1,"Beklediğimden daha iyi.",923
38,89556,27414,666,13,"Harika ürünler!",813
23,76806,34148,678,1,"Kaliteli, ama fiyat biraz yüksek.",195
38,31354,19926,648,6,"Beklentilerimin altında.",583
56,83046,25491,687,23,"Ürünler kaliteli, ama fiyatlar yüksek.",181
41,95064,33115,714,10,"Beklentilerimin altında.",752
50,87184,16905,643,21,"Beklediğimden daha iyi.",800
35,32963,14442,635,1,"Hizmet çok iyi, teşekkürler.",322
45,57424,25290,621,5,"Yeterli bir deneyim.",112
69,33042,13667,729,22,"Hizmet çok iyi, teşekkürler.",851
49,37139,39406,606,2,"Beklentilerimin altında.",674
29,41226,27660,615,3,"Güzel hizmet, ama daha iyi olabilir.",550
65,68108,16553,693,23,"Yeterli bir deneyim.",234
59,98617,26926,643,3,"Beklediğimden daha iyi.",504
44,59815,34930,709,18,"İnternetten daha iyi bekliyordum.",942
27,37802,14808,664,23,"Beklentilerimin altında.",70
63,72230,38612,672,8,"Ürünler kaliteli, ama fiyatlar yüksek.",218
69,93372,17731,670,9,"Güzel hizmet, ama daha iyi olabilir.",516
59,84020,38015,673,2,"Yeterli bir deneyim.",752
49,47465,10583,624,2,"Harika ürünler!",164
59,37994,26894,681,16,"Beklentilerimin altında.",512
43,33531,33060,670,7,"Hizmet çok iyi, teşekkürler.",981
42,39343,33055,656,4,"Ürünler kaliteli, ama fiyatlar yüksek.",380
28,89066,19138,649,5,"Yeterli bir deneyim.",183
40,36229,17695,674,1,"İnternetten daha iyi bekliyordum.",902
51,74789,13473,737,22,"Ürünler kaliteli, ama fiyatlar yüksek.",368
69,74069,11198,749,10,"Ürünler kaliteli, ama fiyatlar yüksek.",447
57,39524,37447,640,13,"Kaliteli, ama fiyat biraz yüksek.",7
40,93103,13995,646,24,"Ürünler kaliteli, ama fiyatlar yüksek.",619
46,38103,22113,741,15,"Beklediğimden daha iyi.",381
48,88581,38749,730,1,"Yeterli bir deneyim.",381
24,84203,14535,677,18,"İnternetten daha iyi bekliyordum.",989
57,45090,15871,652,23,"Beklentilerimin altında.",447
50,45915,29687,615,14,"Yeterli bir deneyim.",696
38,71477,12447,718,18,"Hizmet çok iyi, teşekkürler.",795
19,86987,37860,627,22,"Beklentilerimin altında.",153
35,83238,19408,729,12,"Beklediğimden daha iyi.",33
64,45029,34123,660,12,"Hizmet çok iyi, teşekkürler.",496
50,83520,16844,654,5,"Harika ürünler!",863
54,81464,27674,617,7,"Yine de memnun kaldım.",21
51,51961,22413,648,24,"Beklentilerimin altında.",379
37,56835,32218,701,13,"Harika ürünler!",147
52,57725,25169,641,9,"Yine de memnun kaldım.",909
68,55357,17549,606,6,"Beklentilerimin altında.",662
67,31244,33071,731,21,"Harika ürünler!",578
35,97952,18693,658,7,"Hizmet çok iyi, teşekkürler.",914
63,78061,21063,648,18,"Ürünler kaliteli, ama fiyatlar yüksek.",589
41,36490,33812,659,15,"Beklentilerimin altında.",743
25,35839,26770,605,8,"Hizmet çok iyi, teşekkürler.",550
47,54992,18603,747,20,"İnternetten daha iyi bekliyordum.",676
61,74938,12006,630,16,"Güzel hizmet, ama daha iyi olabilir.",98
27,86249,15213,715,17,"Hizmet çok iyi, teşekkürler.",640
40,74735,28531,749,3,"Harika ürünler!",530
69,80734,13868,684,13,"Hizmet çok iyi, teşekkürler.",270
66,77080,19530,646,9,"Yeterli bir deneyim.",984
28,54260,24360,643,20,"Beklediğimden daha iyi.",0
19,89607,32421,655,15,"Hizmet çok iyi, teşekkürler.",286
43,91852,16637,642,16,"Hizmet çok iyi, teşekkürler.",996
53,58380,26736,653,16,"Hizmet çok iyi, teşekkürler.",179
50,71191,14964,667,19,"Güzel hizmet, ama daha iyi olabilir.",938
64,34930,29572,652,4,"Beklentilerimin altında.",255
30,34353,11302,639,19,"Güzel hizmet, ama daha iyi olabilir.",173
57,37832,17749,685,19,"Yeterli bir deneyim.",853
42,79554,10846,736,2,"Güzel hizmet, ama daha iyi olabilir.",49
21,84017,23390,694,6,"Yine de memnun kaldım.",531
59,87298,23735,737,13,"Ürünler kaliteli, ama fiyatlar yüksek.",616
36,81389,33905,609,15,"Beklentilerimin altında.",189
35,55525,35101,737,10,"Beklentilerimin altında.",750
54,98211,24876,635,22,"Beklediğimden daha iyi.",42
47,61280,23967,642,10,"Ürünler kaliteli, ama fiyatlar yüksek.",516
36,41240,28908,706,4,"Kaliteli, ama fiyat biraz yüksek.",974
40,95092,28262,731,14,"Kaliteli, ama fiyat biraz yüksek.",759
33,99541,14105,739,8,"Yine de memnun kaldım.",65
18,92851,30014,723,6,"Kaliteli, ama fiyat biraz yüksek.",395
29,36544,34054,648,12,"Harika ürünler!",250
41,87981,39955,740,8,"Beklediğimden daha iyi.",127
51,47332,33051,723,6,"Kaliteli, ama fiyat biraz yüksek.",696
25,56836,38385,667,15,"Beklentilerimin altında.",187
35,44388,12819,701,19,"İnternetten daha iyi bekliyordum.",182
65,31694,32363,689,14,"Güzel hizmet, ama daha iyi olabilir.",582
22,79294,37483,608,3,"Yine de memnun kaldım.",577
43,68769,37653,609,18,"Hizmet çok iyi, teşekkürler.",967
47,69420,18077,724,10,"Güzel hizmet, ama daha iyi olabilir.",840
30,67855,22022,714,14,"Yeterli bir deneyim.",761
36,31460,19250,664,14,"Harika ürünler!",666
46,77646,28873,711,22,"Ürünler kaliteli, ama fiyatlar yüksek.",411
20,71252,38224,671,7,"Güzel hizmet, ama daha iyi olabilir.",932
43,39835,39842,673,7,"İnternetten daha iyi bekliyordum.",78
57,40910,32072,653,21,"Yeterli bir deneyim.",18
29,38463,29648,688,22,"Kaliteli, ama fiyat biraz yüksek.",477
19,43336,32407,694,23,"Güzel hizmet, ama daha iyi olabilir.",946
28,56534,21793,702,11,"Yeterli bir deneyim.",780
61,32369,28677,660,18,"Beklentilerimin altında.",44
45,55381,27058,735,10,"Harika ürünler!",773
35,55407,20070,727,15,"Güzel hizmet, ama daha iyi olabilir.",221
30,92552,16257,664,12,"Hizmet çok iyi, teşekkürler.",128
54,65939,11011,604,23,"Hizmet çok iyi, teşekkürler.",617
39,97576,35369,719,17,"Hizmet çok iyi, teşekkürler.",762
29,56170,26616,714,22,"Ürünler kaliteli, ama fiyatlar yüksek.",632
19,52369,29411,708,24,"Kaliteli, ama fiyat biraz yüksek.",229
54,74544,29993,642,17,"Harika ürünler!",792
24,35900,12173,625,1,"Yeterli bir deneyim.",226
43,70733,13384,610,6,"Harika ürünler!",921
43,30589,39182,729,21,"Kaliteli, ama fiyat biraz yüksek.",396
41,90044,28712,620,15,"Hizmet çok iyi, teşekkürler.",274
29,95311,10797,714,19,"Yeterli bir deneyim.",137
33,87926,17121,727,14,"Kaliteli, ama fiyat biraz yüksek.",172
40,79008,23594,675,10,"Beklentilerimin altında.",326
57,96794,24986,672,10,"Yine de memnun kaldım.",782
26,32866,30068,686,23,"Harika ürünler!",214
49,82890,30871,705,7,"Ürünler kaliteli, ama fiyatlar yüksek.",227
32,71504,17690,732,7,"Yeterli bir deneyim.",106
54,83374,22669,608,14,"Harika ürünler!",158
30,59404,28973,718,15,"Güzel hizmet, ama daha iyi olabilir.",893
22,95223,31085,649,22,"Beklediğimden daha iyi.",135
28,30637,38787,609,20,"Kaliteli, ama fiyat biraz yüksek.",762
27,45828,35084,712,9,"İnternetten daha iyi bekliyordum.",29
69,83544,34051,609,15,"Güzel hizmet, ama daha iyi olabilir.",97
30,75097,32798,677,9,"İnternetten daha iyi bekliyordum.",608
58,62022,27847,635,23,"Ürünler kaliteli, ama fiyatlar yüksek.",768
63,62202,21554,655,7,"Beklentilerimin altında.",783
67,58704,29494,717,24,"Yine de memnun kaldım.",881
32,53641,27431,636,11,"İnternetten daha iyi bekliyordum.",522
59,67479,14871,647,5,"Güzel hizmet, ama daha iyi olabilir.",922
24,52027,23354,749,9,"Harika ürünler!",341
57,72912,15289,686,6,"Yine de memnun kaldım.",167
45,72692,30819,660,7,"Beklentilerimin altında.",210
49,62209,34744,674,23,"İnternetten daha iyi bekliyordum.",683
52,87563,27945,716,23,"İnternetten daha iyi bekliyordum.",837
32,86738,34243,714,14,"Ürünler kaliteli, ama fiyatlar yüksek.",631
65,67242,25831,698,19,"Beklentilerimin altında.",184
53,39941,33189,647,22,"Güzel hizmet, ama daha iyi olabilir.",431
38,37073,34196,636,22,"Ürünler kaliteli, ama fiyatlar yüksek.",423
23,67827,16286,604,11,"Hizmet çok iyi, teşekkürler.",38
18,76225,34227,699,7,"İnternetten daha iyi bekliyordum.",979
21,67096,37748,616,6,"Ürünler kaliteli, ama fiyatlar yüksek.",386
28,80546,26958,689,4,"Kaliteli, ama fiyat biraz yüksek.",950
61,96457,23916,707,14,"Beklentilerimin altında.",768
43,98309,19934,619,22,"Yeterli bir deneyim.",790
54,99998,22762,702,3,"Güzel hizmet, ama daha iyi olabilir.",741
40,60268,30400,696,17,"Yeterli bir deneyim.",450
46,72078,20550,743,15,"Beklediğimden daha iyi.",957
38,31865,33611,606,1,"Yine de memnun kaldım.",114
65,58887,14024,693,21,"Hizmet çok iyi, teşekkürler.",929
62,79876,18722,665,11,"Hizmet çok iyi, teşekkürler.",400
62,63479,27374,611,13,"İnternetten daha iyi bekliyordum.",303
66,70478,12120,639,24,"Hizmet çok iyi, teşekkürler.",602
44,56401,31348,600,3,"Ürünler kaliteli, ama fiyatlar yüksek.",308
56,58502,28825,657,13,"Kaliteli, ama fiyat biraz yüksek.",572
57,43394,15877,730,18,"Kaliteli, ama fiyat biraz yüksek.",102
30,39262,20720,607,24,"İnternetten daha iyi bekliyordum.",726
40,34487,28904,689,9,"Güzel hizmet, ama daha iyi olabilir.",101
33,57341,30792,674,2,"İnternetten daha iyi bekliyordum.",906
47,43570,36037,684,8,"Yeterli bir deneyim.",654
21,87268,27335,604,2,"Kaliteli, ama fiyat biraz yüksek.",89
57,59605,24659,625,23,"Beklentilerimin altında.",117
33,56723,39684,684,24,"İnternetten daha iyi bekliyordum.",138
48,99108,10964,672,1,"İnternetten daha iyi bekliyordum.",902
59,90098,12134,744,24,"Güzel hizmet, ama daha iyi olabilir.",302
42,78707,30838,700,3,"Harika ürünler!",751
61,79028,35270,665,17,"Beklediğimden daha iyi.",647
29,86921,12244,718,7,"Yeterli bir deneyim.",516
43,90760,12803,646,10,"Hizmet çok iyi, teşekkürler.",208
54,40249,13911,691,19,"Yine de memnun kaldım.",86
65,97847,21216,626,24,"Beklentilerimin altında.",961
50,73839,11408,639,9,"Hizmet çok iyi, teşekkürler.",858
45,69673,31621,600,18,"Beklediğimden daha iyi.",318
26,33642,30977,738,15,"Beklediğimden daha iyi.",788
29,36338,23195,617,17,"Güzel hizmet, ama daha iyi olabilir.",966
22,81761,21170,690,24,"Ürünler kaliteli, ama fiyatlar yüksek.",886
69,39622,34435,646,22,"Hizmet çok iyi, teşekkürler.",632
45,78423,35037,620,17,"İnternetten daha iyi bekliyordum.",244
52,72873,17663,728,19,"Güzel hizmet, ama daha iyi olabilir.",869
22,77565,19809,613,9,"Hizmet çok iyi, teşekkürler.",89
51,37806,17113,619,6,"Ürünler kaliteli, ama fiyatlar yüksek.",477
63,30757,18142,720,19,"Beklentilerimin altında.",651
51,51470,32761,721,8,"Beklentilerimin altında.",111
30,36220,34992,651,6,"Ürünler kaliteli, ama fiyatlar yüksek.",906
56,84754,23778,667,17,"Yine de memnun kaldım.",949
59,52505,31985,636,6,"Beklediğimden daha iyi.",976
62,58288,27772,681,13,"İnternetten daha iyi bekliyordum.",393
65,49109,32680,648,21,"Ürünler kaliteli, ama fiyatlar yüksek.",886
31,33497,14367,638,24,"Kaliteli, ama fiyat biraz yüksek.",239
28,87326,22679,737,2,"Harika ürünler!",271
59,39864,20786,736,12,"Beklediğimden daha iyi.",142
55,51017,23012,691,7,"Güzel hizmet, ama daha iyi olabilir.",953
21,31821,19938,740,6,"Harika ürünler!",718
50,80337,21693,617,17,"Beklediğimden daha iyi.",118
24,75485,21051,739,8,"Güzel hizmet, ama daha iyi olabilir.",595
58,86388,13978,671,6,"Beklediğimden daha iyi.",899
25,40372,25611,604,19,"İnternetten daha iyi bekliyordum.",991
54,46283,14490,606,21,"İnternetten daha iyi bekliyordum.",250
68,70857,39333,742,23,"Güzel hizmet, ama daha iyi olabilir.",277
27,81772,27236,745,9,"Hizmet çok iyi, teşekkürler.",162
60,89670,37866,637,20,"Kaliteli, ama fiyat biraz yüksek.",653
32,61261,16377,625,16,"Ürünler kaliteli, ama fiyatlar yüksek.",349
55,87154,19903,658,18,"Yeterli bir deneyim.",30
32,36107,24567,651,19,"Ürünler kaliteli, ama fiyatlar yüksek.",457
22,65561,32885,748,7,"Kaliteli, ama fiyat biraz yüksek.",837
46,65268,37101,744,8,"Güzel hizmet, ama daha iyi olabilir.",90
36,61608,38222,706,21,"Beklediğimden daha iyi.",127
68,43138,34498,661,19,"Harika ürünler!",778
27,67693,25788,658,1,"Güzel hizmet, ama daha iyi olabilir.",547
29,51248,36606,601,13,"Hizmet çok iyi, teşekkürler.",969
21,48632,34812,624,1,"Beklentilerimin altında.",847
48,77547,27440,618,11,"Beklentilerimin altında.",791
35,42100,12260,624,2,"İnternetten daha iyi bekliyordum.",724
33,77930,37002,603,21,"Harika ürünler!",508
57,96861,35601,602,3,"Güzel hizmet, ama daha iyi olabilir.",935
53,83025,27292,705,13,"İnternetten daha iyi bekliyordum.",744
42,80840,26833,737,7,"Ürünler kaliteli, ama fiyatlar yüksek.",739
40,49369,26952,712,2,"Yeterli bir deneyim.",880
29,48460,13498,626,2,"Kaliteli, ama fiyat biraz yüksek.",809
51,31461,37436,711,3,"Hizmet çok iyi, teşekkürler.",236
53,72362,23961,689,13,"Hizmet çok iyi, teşekkürler.",982
54,58610,20518,728,12,"Kaliteli, ama fiyat biraz yüksek.",532
20,50995,22501,643,1,"Ürünler kaliteli, ama fiyatlar yüksek.",607
26,37717,32254,651,18,"Yeterli bir deneyim.",976
35,94022,11308,664,5,"Beklentilerimin altında.",50
60,83668,25902,610,19,"Yine de memnun kaldım.",848
52,81645,10717,667,10,"Beklentilerimin altında.",822
51,59550,35545,720,6,"Güzel hizmet, ama daha iyi olabilir.",468
58,33576,13345,676,18,"Kaliteli, ama fiyat biraz yüksek.",891
31,70868,25370,614,15,"Ürünler kaliteli, ama fiyatlar yüksek.",387
21,76380,33598,656,14,"Güzel hizmet, ama daha iyi olabilir.",61
46,35728,34066,673,24,"İnternetten daha iyi bekliyordum.",342
58,62800,23953,663,16,"Beklediğimden daha iyi.",152
62,40886,37061,610,4,"Harika ürünler!",735
67,99909,38231,720,19,"Harika ürünler!",965
32,77236,29102,724,21,"İnternetten daha iyi bekliyordum.",653
45,75805,19095,747,8,"Güzel hizmet, ama daha iyi olabilir.",40
59,62532,19642,629,1,"Harika ürünler!",485
33,58688,27839,609,20,"Beklentilerimin altında.",952
29,41063,33681,653,22,"Hizmet çok iyi, teşekkürler.",677
69,53089,17035,728,22,"Hizmet çok iyi, teşekkürler.",701
22,85942,30614,657,13,"İnternetten daha iyi bekliyordum.",808
51,81829,10531,748,9,"Kaliteli, ama fiyat biraz yüksek.",556
59,80553,12267,742,1,"Hizmet çok iyi, teşekkürler.",719
18,63585,26716,746,15,"Ürünler kaliteli, ama fiyatlar yüksek.",381
56,89004,31633,731,15,"Kaliteli, ama fiyat biraz yüksek.",95
49,32438,33583,675,14,"Kaliteli, ama fiyat biraz yüksek.",911
43,53212,32105,688,5,"Yeterli bir deneyim.",786
34,80362,26130,697,17,"İnternetten daha iyi bekliyordum.",292
65,46983,23736,680,6,"Ürünler kaliteli, ama fiyatlar yüksek.",234
44,44026,19513,669,9,"Güzel hizmet, ama daha iyi olabilir.",340
41,80998,23815,611,20,"Beklentilerimin altında.",718
52,85744,34396,726,19,"Beklentilerimin altında.",956
63,87013,34312,678,23,"Harika ürünler!",537
59,81039,22244,744,21,"Yine de memnun kaldım.",349
56,79831,19900,728,17,"Güzel hizmet, ama daha iyi olabilir.",871
43,64603,32884,613,7,"Harika ürünler!",206
66,97713,21718,718,8,"Yine de memnun kaldım.",959
55,43105,26784,601,15,"Harika ürünler!",490
40,97182,33423,603,6,"Yine de memnun kaldım.",380
39,82147,21822,665,1,"Hizmet çok iyi, teşekkürler.",140
21,76434,21229,689,9,"Beklentilerimin altında.",858
66,56515,13991,659,7,"Yine de memnun kaldım.",598
26,88001,36054,696,22,"İnternetten daha iyi bekliyordum.",929
21,88397,36490,726,20,"Beklediğimden daha iyi.",890
24,91415,27441,659,19,"Yine de memnun kaldım.",609
40,46960,17933,682,4,"Güzel hizmet, ama daha iyi olabilir.",22
19,75778,24583,673,1,"Ürünler kaliteli, ama fiyatlar yüksek.",761
66,60941,29377,654,9,"Hizmet çok iyi, teşekkürler.",363
41,70955,18233,625,2,"Beklentilerimin altında.",761
57,86908,23088,720,16,"Hizmet çok iyi, teşekkürler.",147
48,94067,36746,666,2,"İnternetten daha iyi bekliyordum.",565
64,85696,26410,715,3,"Harika ürünler!",968
48,48429,29917,666,14,"Güzel hizmet, ama daha iyi olabilir.",953
64,44847,12618,605,13,"Beklentilerimin altında.",826
57,77191,19362,713,17,"Beklentilerimin altında.",915
65,64256,16639,609,10,"Hizmet çok iyi, teşekkürler.",550
68,58774,38274,637,3,"Hizmet çok iyi, teşekkürler.",504
60,39127,33013,723,4,"Hizmet çok iyi, teşekkürler.",845
51,58205,34011,676,5,"Harika ürünler!",217
41,88764,17042,701,11,"Hizmet çok iyi, teşekkürler.",858
66,68664,35286,611,6,"Kaliteli, ama fiyat biraz yüksek.",481
43,86795,21391,645,1,"Yine de memnun kaldım.",988
33,62333,36999,648,19,"Yine de memnun kaldım.",415
64,66079,12018,690,7,"Ürünler kaliteli, ama fiyatlar yüksek.",936
30,54259,22952,723,23,"Kaliteli, ama fiyat biraz yüksek.",748
32,56571,26240,671,10,"İnternetten daha iyi bekliyordum.",324
44,81119,31262,701,12,"Harika ürünler!",835
21,38009,29282,642,12,"Yeterli bir deneyim.",854
33,91829,32459,659,1,"Harika ürünler!",788
47,68230,12047,700,9,"Güzel hizmet, ama daha iyi olabilir.",736
61,86049,31586,685,17,"İnternetten daha iyi bekliyordum.",488
47,66498,27942,725,23,"İnternetten daha iyi bekliyordum.",407
53,58820,38170,610,12,"Hizmet çok iyi, teşekkürler.",143
20,70315,11722,634,2,"Kaliteli, ama fiyat biraz yüksek.",799
39,62795,14052,622,9,"Kaliteli, ama fiyat biraz yüksek.",210
66,69191,11651,748,12,"Beklediğimden daha iyi.",665
39,84453,31606,627,4,"Ürünler kaliteli, ama fiyatlar yüksek.",258
67,42453,11778,715,22,"Harika ürünler!",226
67,80325,10683,694,12,"Hizmet çok iyi, teşekkürler.",998
66,79490,19471,657,18,"İnternetten daha iyi bekliyordum.",593
29,79993,36870,652,3,"Hizmet çok iyi, teşekkürler.",888
38,75706,28394,627,22,"Beklediğimden daha iyi.",371
21,72817,35791,641,1,"Kaliteli, ama fiyat biraz yüksek.",390
48,94544,23937,684,23,"Kaliteli, ama fiyat biraz yüksek.",991
61,85710,28966,692,18,"Hizmet çok iyi, teşekkürler.",87
48,80799,36469,723,24,"Yine de memnun kaldım.",399
40,90964,18505,646,21,"Harika ürünler!",308
37,83678,17443,714,23,"Beklediğimden daha iyi.",983
32,90438,38570,609,8,"Harika ürünler!",3
40,91926,15492,622,19,"İnternetten daha iyi bekliyordum.",172
45,33801,26827,604,22,"Kaliteli, ama fiyat biraz yüksek.",543
33,71048,28055,681,4,"Yeterli bir deneyim.",745
54,70144,37492,718,23,"Beklediğimden daha iyi.",225
38,40148,13266,605,16,"Güzel hizmet, ama daha iyi olabilir.",338
32,49861,33809,724,17,"Ürünler kaliteli, ama fiyatlar yüksek.",205
34,91717,15909,646,23,"İnternetten daha iyi bekliyordum.",101
67,52480,22869,627,9,"Hizmet çok iyi, teşekkürler.",57
54,48637,17014,612,8,"Güzel hizmet, ama daha iyi olabilir.",780
30,74621,31863,624,20,"Hizmet çok iyi, teşekkürler.",149
36,90304,39219,606,19,"Kaliteli, ama fiyat biraz yüksek.",251
47,77431,39803,679,7,"Yeterli bir deneyim.",478
62,86172,21287,665,12,"Hizmet çok iyi, teşekkürler.",555
35,55437,17819,635,1,"İnternetten daha iyi bekliyordum.",427
31,38149,39136,601,24,"Harika ürünler!",541
53,44671,31525,712,17,"Beklentilerimin altında.",918
53,53119,24837,637,23,"Ürünler kaliteli, ama fiyatlar yüksek.",523
37,76117,25186,613,6,"Yine de memnun kaldım.",490
69,46279,20056,742,24,"Hizmet çok iyi, teşekkürler.",525
36,98835,10715,684,22,"Yeterli bir deneyim.",291
62,34803,27275,739,5,"Hizmet çok iyi, teşekkürler.",44
61,90805,30191,714,20,"Yine de memnun kaldım.",199
24,48201,26884,696,7,"Beklediğimden daha iyi.",23
61,58634,37358,685,22,"Yine de memnun kaldım.",762
21,44760,29024,701,22,"Kaliteli, ama fiyat biraz yüksek.",630
51,40826,22694,681,12,"Yeterli bir deneyim.",386
19,75775,35929,643,5,"Kaliteli, ama fiyat biraz yüksek.",589
22,36798,18894,729,2,"Hizmet çok iyi, teşekkürler.",434
27,96103,28717,692,4,"Beklentilerimin altında.",241
49,81410,28578,704,17,"Ürünler kaliteli, ama fiyatlar yüksek.",202
59,70888,33321,724,8,"İnternetten daha iyi bekliyordum.",236
58,79047,20201,672,20,"İnternetten daha iyi bekliyordum.",950
30,75955,34959,671,5,"Yeterli bir deneyim.",293
56,31982,36634,732,17,"Hizmet çok iyi, teşekkürler.",347
22,63864,20515,677,20,"Beklentilerimin altında.",86
27,69265,19077,657,4,"Kaliteli, ama fiyat biraz yüksek.",209
27,76313,27975,724,21,"Yine de memnun kaldım.",787
55,74350,31443,610,18,"Ürünler kaliteli, ama fiyatlar yüksek.",608
44,45378,30782,626,18,"Güzel hizmet, ama daha iyi olabilir.",1
68,99815,20443,655,18,"Hizmet çok iyi, teşekkürler.",998
38,57924,14440,725,16,"Beklentilerimin altında.",228
25,37312,11783,658,11,"Beklentilerimin altında.",409
18,60353,23113,708,8,"Yine de memnun kaldım.",242
45,46192,15385,639,12,"Beklentilerimin altında.",769
66,47450,14117,745,18,"Kaliteli, ama fiyat biraz yüksek.",962
56,35432,16982,660,22,"Hizmet çok iyi, teşekkürler.",467
31,87225,12583,721,18,"Güzel hizmet, ama daha iyi olabilir.",457
38,95604,19921,705,8,"İnternetten daha iyi bekliyordum.",553
47,40295,23407,622,16,"Hizmet çok iyi, teşekkürler.",212
38,36774,25316,635,17,"Ürünler kaliteli, ama fiyatlar yüksek.",807
66,42190,23756,637,2,"Yine de memnun kaldım.",904
26,61286,34838,671,21,"Yine de memnun kaldım.",385
34,94014,37207,655,22,"Beklediğimden daha iyi.",411
22,85256,25348,675,15,"Harika ürünler!",514
48,88630,38402,706,22,"Harika ürünler!",527
69,92771,12430,748,24,"Yeterli bir deneyim.",387
57,81715,32053,661,7,"Ürünler kaliteli, ama fiyatlar yüksek.",278
55,37466,17060,622,1,"Yeterli bir deneyim.",989
60,47637,34967,748,2,"Beklentilerimin altında.",101
36,98745,12936,719,4,"Beklentilerimin altında.",588
53,66317,21864,743,16,"Beklediğimden daha iyi.",389
67,79766,35115,664,12,"Harika ürünler!",201
50,33078,19307,707,17,"Güzel hizmet, ama daha iyi olabilir.",566
30,57299,16709,679,24,"Yeterli bir deneyim.",720
31,33543,39854,732,4,"İnternetten daha iyi bekliyordum.",391
50,81052,19075,663,16,"Güzel hizmet, ama daha iyi olabilir.",840
46,52064,30707,640,7,"Kaliteli, ama fiyat biraz yüksek.",353
60,44425,16616,697,23,"Yine de memnun kaldım.",592
66,81481,12419,688,8,"Güzel hizmet, ama daha iyi olabilir.",755
53,80530,11399,705,9,"Beklediğimden daha iyi.",234
61,55888,19768,742,14,"Yine de memnun kaldım.",113
27,57491,28468,653,23,"Hizmet çok iyi, teşekkürler.",981
48,62352,34188,676,9,"Ürünler kaliteli, ama fiyatlar yüksek.",959
23,51676,24245,641,15,"Yeterli bir deneyim.",66
18,95836,22978,624,21,"Yeterli bir deneyim.",808
24,67463,33371,666,4,"Harika ürünler!",39
44,78990,31540,711,3,"Beklediğimden daha iyi.",732
38,93627,24436,672,22,"Ürünler kaliteli, ama fiyatlar yüksek.",102
45,50221,31693,749,10,"Beklentilerimin altında.",410
33,81313,11535,711,4,"Beklediğimden daha iyi.",294
63,59251,31137,736,18,"Kaliteli, ama fiyat biraz yüksek.",564
40,76586,18281,622,11,"Güzel hizmet, ama daha iyi olabilir.",807
69,83884,25365,614,19,"Harika ürünler!",563
37,82620,33432,726,19,"Hizmet çok iyi, teşekkürler.",36
55,40040,23450,613,18,"Hizmet çok iyi, teşekkürler.",66
42,75878,14190,651,13,"Güzel hizmet, ama daha iyi olabilir.",402
